Date,Exercise,Category,Type,Set,Weight,WeightType,Reps,Duration,Note
2025-12-05,Push Ups,push,reps,2,,bodyweight,16,,
2025-12-05,Push Ups,push,reps,3,,bodyweight,12,,
2025-12-05,Treadmill Run,cardio,timed,1,,bodyweight,,480,General:First run in ages. Gassed after 8 minutes
2025-12-05,Tricep Pushdowns,push,reps,1,55,lbs,12,,Mood:3
2025-12-05,Tricep Pushdowns,push,reps,2,55,lbs,12,,
2025-12-05,Tricep Pushdowns,push,reps,3,55,lbs,11,,
__DAYSPLIT__,2025-12-07,Pull,,,,,,,
2025-12-07,Barbell Rows,pull,reps,1,160,lbs,5,,Mood:3
2025-12-07,Barbell Rows,pull,reps,2,160,lbs,4,,
2025-12-07,Barbell Rows,pull,reps,3,160,lbs,4,,
2025-12-07,Dumbbell Curls,pull,reps,1,30,lbs,11,,
2025-12-07,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2025-12-07,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-07,Lat Pulldowns,pull,reps,1,130,lbs,11,,Mood:3
2025-12-07,Lat Pulldowns,pull,reps,2,130,lbs,10,,
2025-12-07,Lat Pulldowns,pull,reps,3,130,lbs,9,,
__DAYSPLIT__,2025-12-12,Pull,,,,,,,
2025-12-12,Barbell Rows,pull,reps,1,165,lbs,5,,Mood:2|Form:Keep back flat|General:Shoulder feels so much better
2025-12-12,Barbell Rows,pull,reps,2,165,lbs,5,,
2025-12-12,Barbell Rows,pull,reps,3,165,lbs,5,,
2025-12-12,Dead Hangs,pull,timed,1,,bodyweight,,30,Mood:2
2025-12-12,Dumbbell Curls,pull,reps,1,30,lbs,11,,
2025-12-12,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2025-12-12,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-12,Lat Pulldowns,pull,reps,1,130,lbs,11,,Mood:2
2025-12-12,Lat Pulldowns,pull,reps,2,130,lbs,10,,
2025-12-12,Lat Pulldowns,pull,reps,3,130,lbs,9,,
__DAYSPLIT__,2025-12-13,Legs,,,,,,,
2025-12-13,Calf Raises,legs,reps,1,210,lbs,15,,Mood:3
2025-12-13,Calf Raises,legs,reps,2,210,lbs,13,,
2025-12-13,Calf Raises,legs,reps,3,210,lbs,10,,
2025-12-13,Leg Curls,legs,reps,1,90,lbs,10,,Mood:3
2025-12-13,Leg Curls,legs,reps,2,90,lbs,10,,
2025-12-13,Leg Curls,legs,reps,3,90,lbs,8,,
2025-12-13,Leg Press,legs,reps,1,340,lbs,11,,Mood:3|Form:Dont lock knees
2025-12-13,Leg Press,legs,reps,2,340,lbs,10,,
2025-12-13,Leg Press,legs,reps,3,340,lbs,9,,
2025-12-13,Romanian Deadlift,legs,reps,1,170,lbs,5,,Mood:3
2025-12-13,Romanian Deadlift,legs,reps,2,170,lbs,5,,
2025-12-13,Romanian Deadlift,legs,reps,3,170,lbs,5,,
2025-12-13,Squat,legs,reps,1,175,lbs,6,,Mood:3
2025-12-13,Squat,legs,reps,2,175,lbs,6,,
2025-12-13,Squat,legs,reps,3,175,lbs,5,,
2025-12-13,Walking Lunges,legs,reps,1,25,lbs,11,,
2025-12-13,Walking Lunges,legs,reps,2,25,lbs,10,,
2025-12-13,Walking Lunges,legs,reps,3,25,lbs,10,,
__DAYSPLIT__,2025-12-14,Pull,,,,,,,
2025-12-14,Barbell Rows,pull,reps,1,165,lbs,5,,Mood:4
2025-12-14,Barbell Rows,pull,reps,2,165,lbs,5,,
2025-12-14,Barbell Rows,pull,reps,3,165,lbs,5,,
2025-12-14,Dead Hangs,pull,timed,1,,bodyweight,,30,Mood:3
2025-12-14,Dumbbell Curls,pull,reps,1,30,lbs,11,,Mood:3
2025-12-14,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2025-12-14,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-14,Lat Pulldowns,pull,reps,1,130,lbs,11,,
2025-12-14,Lat Pulldowns,pull,reps,2,130,lbs,10,,
2025-12-14,Lat Pulldowns,pull,reps,3,130,lbs,9,,
2025-12-14,Plank,core,timed,1,,bodyweight,,45,Mood:3
2025-12-14,Plank,core,timed,2,,bodyweight,,45,
2025-12-14,Plank,core,timed,3,,bodyweight,,40,
__DAYSPLIT__,2025-12-15,Push,,,,,,,
2025-12-15,Bench Press,push,reps,1,140,lbs,5,,
2025-12-15,Bench Press,push,reps,2,140,lbs,5,,
2025-12-15,Bench Press,push,reps,3,140,lbs,5,,
2025-12-15,Dips,push,reps,1,,bodyweight,8,,Mood:2|Form:Full depth
2025-12-15,Dips,push,reps,2,,bodyweight,7,,
2025-12-15,Dips,push,reps,3,,bodyweight,6,,
2025-12-15,Incline Dumbbell Press,push,reps,1,50,lbs,11,,
2025-12-15,Incline Dumbbell Press,push,reps,2,50,lbs,10,,
2025-12-15,Incline Dumbbell Press,push,reps,3,50,lbs,9,,
2025-12-15,Lateral Raises,push,reps,1,25,lbs,13,,Mood:2
2025-12-15,Lateral Raises,push,reps,2,25,lbs,12,,
2025-12-15,Lateral Raises,push,reps,3,25,lbs,11,,
2025-12-15,Overhead Press,push,reps,1,95,lbs,5,,General:Shoulder clicking less since starting PT exercises
2025-12-15,Overhead Press,push,reps,2,95,lbs,4,,
2025-12-15,Overhead Press,push,reps,3,95,lbs,5,,
2025-12-15,Push Ups,push,reps,1,,bodyweight,20,,
2025-12-15,Push Ups,push,reps,2,,bodyweight,16,,
2025-12-15,Push Ups,push,reps,3,,bodyweight,14,,
2025-12-15,Tricep Pushdowns,push,reps,1,60,lbs,13,,Mood:2
2025-12-15,Tricep Pushdowns,push,reps,2,60,lbs,12,,
2025-12-15,Tricep Pushdowns,push,reps,3,60,lbs,11,,
__DAYSPLIT__,2025-12-16,Pull,,,,,,,
2025-12-16,Barbell Rows,pull,reps,1,165,lbs,5,,Mood:2|Form:Squeeze shoulder blades|General:Work deadline stress but training helped
2025-12-16,Barbell Rows,pull,reps,2,165,lbs,5,,
2025-12-16,Barbell Rows,pull,reps,3,165,lbs,5,,
2025-12-16,Dead Hangs,pull,timed,1,,bodyweight,,32,Mood:2|Form:Breathe through it
2025-12-16,Dumbbell Curls,pull,reps,1,30,lbs,11,,
2025-12-16,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2025-12-16,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-16,Lat Pulldowns,pull,reps,1,130,lbs,11,,Mood:2
2025-12-16,Lat Pulldowns,pull,reps,2,130,lbs,9,,
2025-12-16,Lat Pulldowns,pull,reps,3,130,lbs,9,,
2025-12-16,Plank,core,timed,1,,bodyweight,,48,Mood:2|Form:Squeeze glutes
2025-12-16,Plank,core,timed,2,,bodyweight,,48,
2025-12-16,Plank,core,timed,3,,bodyweight,,43,
__DAYSPLIT__,2025-12-20,Push,,,,,,,
2025-12-20,Bench Press,push,reps,1,140,lbs,5,,Mood:3
2025-12-20,Bench Press,push,reps,2,140,lbs,5,,
2025-12-20,Bench Press,push,reps,3,140,lbs,5,,
2025-12-20,Dips,push,reps,1,,bodyweight,9,,
2025-12-20,Dips,push,reps,2,,bodyweight,7,,
2025-12-20,Dips,push,reps,3,,bodyweight,6,,
2025-12-20,Incline Dumbbell Press,push,reps,1,50,lbs,11,,Mood:3
2025-12-20,Incline Dumbbell Press,push,reps,2,50,lbs,10,,
2025-12-20,Incline Dumbbell Press,push,reps,3,50,lbs,9,,
2025-12-20,Lateral Raises,push,reps,1,25,lbs,13,,Mood:3
2025-12-20,Lateral Raises,push,reps,2,25,lbs,12,,
2025-12-20,Lateral Raises,push,reps,3,25,lbs,10,,
2025-12-20,Overhead Press,push,reps,1,95,lbs,5,,Mood:3
2025-12-20,Overhead Press,push,reps,2,95,lbs,5,,
2025-12-20,Overhead Press,push,reps,3,95,lbs,5,,
2025-12-20,Push Ups,push,reps,1,,bodyweight,20,,
2025-12-20,Push Ups,push,reps,2,,bodyweight,16,,
2025-12-20,Push Ups,push,reps,3,,bodyweight,14,,
2025-12-20,Tricep Pushdowns,push,reps,1,60,lbs,13,,Mood:3
2025-12-20,Tricep Pushdowns,push,reps,2,60,lbs,12,,
2025-12-20,Tricep Pushdowns,push,reps,3,60,lbs,11,,
__DAYSPLIT__,2025-12-21,Pull,,,,,,,
2025-12-21,Barbell Rows,pull,reps,1,165,lbs,5,,Mood:3
2025-12-21,Barbell Rows,pull,reps,2,165,lbs,5,,
2025-12-21,Barbell Rows,pull,reps,3,165,lbs,5,,
2025-12-21,Dead Hangs,pull,timed,1,,bodyweight,,32,Mood:4
2025-12-21,Dumbbell Curls,pull,reps,1,30,lbs,11,,Mood:4
2025-12-21,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2025-12-21,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-21,Lat Pulldowns,pull,reps,1,130,lbs,11,,
2025-12-21,Lat Pulldowns,pull,reps,2,130,lbs,9,,
2025-12-21,Lat Pulldowns,pull,reps,3,130,lbs,9,,
__DAYSPLIT__,2025-12-22,Pull,,,,,,,
2025-12-22,Barbell Rows,pull,reps,1,170,lbs,6,,Mood:2|Form:Squeeze shoulder blades|General:Shoulder feels so much better
2025-12-22,Barbell Rows,pull,reps,2,170,lbs,6,,
2025-12-22,Barbell Rows,pull,reps,3,170,lbs,6,,
2025-12-22,Dead Hangs,pull,timed,1,,bodyweight,,35,
2025-12-22,Dumbbell Curls,pull,reps,1,30,lbs,11,,Mood:2
2025-12-22,Dumbbell Curls,pull,reps,2,30,lbs,9,,
2025-12-22,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-22,Lat Pulldowns,pull,reps,1,135,lbs,11,,
2025-12-22,Lat Pulldowns,pull,reps,2,135,lbs,10,,
2025-12-22,Lat Pulldowns,pull,reps,3,135,lbs,9,,
2025-12-22,Plank,core,timed,1,,bodyweight,,51,Mood:2
2025-12-22,Plank,core,timed,2,,bodyweight,,51,
2025-12-22,Plank,core,timed,3,,bodyweight,,46,
__DAYSPLIT__,2025-12-23,Push,,,,,,,
2025-12-23,Bench Press,push,reps,1,145,lbs,6,,Mood:4|General:Added weight today. Felt earned
2025-12-23,Bench Press,push,reps,2,145,lbs,6,,
2025-12-23,Bench Press,push,reps,3,145,lbs,6,,
2025-12-23,Dips,push,reps,1,,bodyweight,9,,Mood:4
2025-12-23,Dips,push,reps,2,,bodyweight,8,,
2025-12-23,Dips,push,reps,3,,bodyweight,6,,
2025-12-23,Incline Dumbbell Press,push,reps,1,50,lbs,11,,
2025-12-23,Incline Dumbbell Press,push,reps,2,50,lbs,10,,
2025-12-23,Incline Dumbbell Press,push,reps,3,50,lbs,9,,
2025-12-23,Lateral Raises,push,reps,1,25,lbs,14,,Mood:4
2025-12-23,Lateral Raises,push,reps,2,25,lbs,12,,
2025-12-23,Lateral Raises,push,reps,3,25,lbs,12,,
2025-12-23,Overhead Press,push,reps,1,100,lbs,6,,Mood:4
2025-12-23,Overhead Press,push,reps,2,100,lbs,6,,
2025-12-23,Overhead Press,push,reps,3,100,lbs,6,,
2025-12-23,Push Ups,push,reps,1,,bodyweight,20,,
2025-12-23,Push Ups,push,reps,2,,bodyweight,16,,
2025-12-23,Push Ups,push,reps,3,,bodyweight,15,,
2025-12-23,Tricep Pushdowns,push,reps,1,60,lbs,13,,
2025-12-23,Tricep Pushdowns,push,reps,2,60,lbs,12,,
2025-12-23,Tricep Pushdowns,push,reps,3,60,lbs,11,,
__DAYSPLIT__,2025-12-27,Push,,,,,,,
2025-12-27,Ab Wheel Rollouts,core,reps,1,,bodyweight,8,,Mood:4
2025-12-27,Ab Wheel Rollouts,core,reps,2,,bodyweight,6,,
2025-12-27,Ab Wheel Rollouts,core,reps,3,,bodyweight,5,,
2025-12-27,Bench Press,push,reps,1,145,lbs,6,,
2025-12-27,Bench Press,push,reps,2,145,lbs,6,,
2025-12-27,Bench Press,push,reps,3,145,lbs,6,,
2025-12-27,Cable Woodchops,core,reps,1,40,lbs,12,,Mood:4
2025-12-27,Cable Woodchops,core,reps,2,40,lbs,11,,
2025-12-27,Cable Woodchops,core,reps,3,40,lbs,10,,
2025-12-27,Dips,push,reps,1,,bodyweight,9,,Mood:4
2025-12-27,Dips,push,reps,2,,bodyweight,8,,
2025-12-27,Dips,push,reps,3,,bodyweight,6,,
2025-12-27,Hanging Leg Raises,core,reps,1,,bodyweight,7,,
2025-12-27,Hanging Leg Raises,core,reps,2,,bodyweight,5,,
2025-12-27,Hanging Leg Raises,core,reps,3,,bodyweight,4,,
2025-12-27,Incline Dumbbell Press,push,reps,1,50,lbs,11,,Mood:4
2025-12-27,Incline Dumbbell Press,push,reps,2,50,lbs,10,,
2025-12-27,Incline Dumbbell Press,push,reps,3,50,lbs,9,,
2025-12-27,Lateral Raises,push,reps,1,25,lbs,14,,Mood:4
2025-12-27,Lateral Raises,push,reps,2,25,lbs,12,,
2025-12-27,Lateral Raises,push,reps,3,25,lbs,12,,
2025-12-27,Overhead Press,push,reps,1,100,lbs,6,,Mood:4
2025-12-27,Overhead Press,push,reps,2,100,lbs,6,,
2025-12-27,Overhead Press,push,reps,3,100,lbs,6,,
2025-12-27,Push Ups,push,reps,1,,bodyweight,20,,
2025-12-27,Push Ups,push,reps,2,,bodyweight,17,,
2025-12-27,Push Ups,push,reps,3,,bodyweight,15,,
2025-12-27,Tricep Pushdowns,push,reps,1,60,lbs,13,,
2025-12-27,Tricep Pushdowns,push,reps,2,60,lbs,12,,
2025-12-27,Tricep Pushdowns,push,reps,3,60,lbs,10,,
__DAYSPLIT__,2025-12-28,Pull,,,,,,,
2025-12-28,Barbell Rows,pull,reps,1,170,lbs,6,,Mood:4|Form:Keep back flat
2025-12-28,Barbell Rows,pull,reps,2,170,lbs,6,,
2025-12-28,Barbell Rows,pull,reps,3,170,lbs,6,,
2025-12-28,Dead Hangs,pull,timed,1,,bodyweight,,35,
2025-12-28,Dumbbell Curls,pull,reps,1,30,lbs,10,,
2025-12-28,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2025-12-28,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-28,Lat Pulldowns,pull,reps,1,135,lbs,10,,Mood:4
2025-12-28,Lat Pulldowns,pull,reps,2,135,lbs,10,,
2025-12-28,Lat Pulldowns,pull,reps,3,135,lbs,9,,
__DAYSPLIT__,2025-12-29,Pull,,,,,,,
2025-12-29,Barbell Rows,pull,reps,1,175,lbs,6,,Mood:4|Form:No momentum|General:Starting to see definition in arms
2025-12-29,Barbell Rows,pull,reps,2,175,lbs,6,,
2025-12-29,Barbell Rows,pull,reps,3,175,lbs,6,,
2025-12-29,Dead Hangs,pull,timed,1,,bodyweight,,38,Mood:4|Form:Relax shoulders
2025-12-29,Dumbbell Curls,pull,reps,1,30,lbs,11,,
2025-12-29,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2025-12-29,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2025-12-29,Lat Pulldowns,pull,reps,1,140,lbs,11,,
2025-12-29,Lat Pulldowns,pull,reps,2,140,lbs,9,,
2025-12-29,Lat Pulldowns,pull,reps,3,140,lbs,9,,
2025-12-29,Treadmill Run,cardio,timed,1,,bodyweight,,1096,Mood:4
__DAYSPLIT__,2025-12-31,Push,,,,,,,
2025-12-31,Bench Press,push,reps,1,145,lbs,6,,General:New Year session
2025-12-31,Bench Press,push,reps,2,145,lbs,6,,
2025-12-31,Bench Press,push,reps,3,145,lbs,6,,
2025-12-31,Dips,push,reps,1,,bodyweight,9,,Mood:3
2025-12-31,Dips,push,reps,2,,bodyweight,8,,
2025-12-31,Dips,push,reps,3,,bodyweight,7,,
2025-12-31,Incline Dumbbell Press,push,reps,1,55,lbs,11,,
2025-12-31,Incline Dumbbell Press,push,reps,2,55,lbs,9,,
2025-12-31,Incline Dumbbell Press,push,reps,3,55,lbs,9,,
2025-12-31,Lateral Raises,push,reps,1,25,lbs,14,,Mood:3
2025-12-31,Lateral Raises,push,reps,2,25,lbs,13,,
2025-12-31,Lateral Raises,push,reps,3,25,lbs,12,,
2025-12-31,Overhead Press,push,reps,1,100,lbs,6,,
2025-12-31,Overhead Press,push,reps,2,100,lbs,6,,
2025-12-31,Overhead Press,push,reps,3,100,lbs,6,,
2025-12-31,Push Ups,push,reps,1,,bodyweight,20,,Mood:3
2025-12-31,Push Ups,push,reps,2,,bodyweight,18,,
2025-12-31,Push Ups,push,reps,3,,bodyweight,16,,
2025-12-31,Tricep Pushdowns,push,reps,1,60,lbs,13,,
2025-12-31,Tricep Pushdowns,push,reps,2,60,lbs,12,,
2025-12-31,Tricep Pushdowns,push,reps,3,60,lbs,11,,
__DAYSPLIT__,2026-01-04,Pull,,,,,,,
2026-01-04,Barbell Rows,pull,reps,1,175,lbs,6,,Mood:4
2026-01-04,Barbell Rows,pull,reps,2,175,lbs,6,,
2026-01-04,Barbell Rows,pull,reps,3,175,lbs,6,,
2026-01-04,Dead Hangs,pull,timed,1,,bodyweight,,38,
2026-01-04,Dumbbell Curls,pull,reps,1,30,lbs,10,,
2026-01-04,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2026-01-04,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2026-01-04,Lat Pulldowns,pull,reps,1,140,lbs,11,,Mood:4
2026-01-04,Lat Pulldowns,pull,reps,2,140,lbs,10,,
2026-01-04,Lat Pulldowns,pull,reps,3,140,lbs,9,,
2026-01-04,Plank,core,timed,1,,bodyweight,,54,Mood:4
2026-01-04,Plank,core,timed,2,,bodyweight,,54,
2026-01-04,Plank,core,timed,3,,bodyweight,,49,
__DAYSPLIT__,2026-01-07,Pull,,,,,,,
2026-01-07,Banded Pullups,pull,reps,1,,banded,8,,Green|Mood:4|Form:Full extension at bottom
2026-01-07,Banded Pullups,pull,reps,2,,banded,7,,
2026-01-07,Banded Pullups,pull,reps,3,,banded,6,,
2026-01-07,Barbell Rows,pull,reps,1,175,lbs,6,,
2026-01-07,Barbell Rows,pull,reps,2,175,lbs,6,,
2026-01-07,Barbell Rows,pull,reps,3,175,lbs,6,,
2026-01-07,Dead Hangs,pull,timed,1,,bodyweight,,40,Mood:4
2026-01-07,Dumbbell Curls,pull,reps,1,30,lbs,11,,Mood:4
2026-01-07,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2026-01-07,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2026-01-07,Lat Pulldowns,pull,reps,1,140,lbs,11,,
2026-01-07,Lat Pulldowns,pull,reps,2,140,lbs,10,,
2026-01-07,Lat Pulldowns,pull,reps,3,140,lbs,9,,
2026-01-07,Plank,core,timed,1,,bodyweight,,57,
2026-01-07,Plank,core,timed,2,,bodyweight,,57,
2026-01-07,Plank,core,timed,3,,bodyweight,,52,
__DAYSPLIT__,2026-01-09,Legs,,,,,,,
2026-01-09,Ab Wheel Rollouts,core,reps,1,,bodyweight,9,,Mood:4
2026-01-09,Ab Wheel Rollouts,core,reps,2,,bodyweight,7,,
2026-01-09,Ab Wheel Rollouts,core,reps,3,,bodyweight,6,,
2026-01-09,Cable Woodchops,core,reps,1,45,lbs,13,,Mood:4
2026-01-09,Cable Woodchops,core,reps,2,45,lbs,12,,
2026-01-09,Cable Woodchops,core,reps,3,45,lbs,11,,
2026-01-09,Calf Raises,legs,reps,1,230,lbs,15,,
2026-01-09,Calf Raises,legs,reps,2,230,lbs,14,,
2026-01-09,Calf Raises,legs,reps,3,230,lbs,12,,
2026-01-09,Hanging Leg Raises,core,reps,1,,bodyweight,8,,
2026-01-09,Hanging Leg Raises,core,reps,2,,bodyweight,6,,
2026-01-09,Hanging Leg Raises,core,reps,3,,bodyweight,5,,
2026-01-09,Leg Curls,legs,reps,1,105,lbs,11,,Mood:4
2026-01-09,Leg Curls,legs,reps,2,105,lbs,10,,
2026-01-09,Leg Curls,legs,reps,3,105,lbs,9,,
2026-01-09,Leg Press,legs,reps,1,365,lbs,11,,Mood:4
2026-01-09,Leg Press,legs,reps,2,365,lbs,10,,
2026-01-09,Leg Press,legs,reps,3,365,lbs,9,,
2026-01-09,Romanian Deadlift,legs,reps,1,180,lbs,6,,
2026-01-09,Romanian Deadlift,legs,reps,2,180,lbs,5,,
2026-01-09,Romanian Deadlift,legs,reps,3,180,lbs,6,,
2026-01-09,Squat,legs,reps,1,185,lbs,6,,
2026-01-09,Squat,legs,reps,2,185,lbs,6,,
2026-01-09,Squat,legs,reps,3,185,lbs,6,,
2026-01-09,Walking Lunges,legs,reps,1,30,lbs,11,,
2026-01-09,Walking Lunges,legs,reps,2,30,lbs,11,,
2026-01-09,Walking Lunges,legs,reps,3,30,lbs,11,,
__DAYSPLIT__,2026-01-10,Push,,,,,,,
2026-01-10,Bench Press,push,reps,1,145,lbs,6,,Mood:4|Form:Full range of motion|General:Posture noticeably better
2026-01-10,Bench Press,push,reps,2,145,lbs,6,,
2026-01-10,Bench Press,push,reps,3,145,lbs,6,,
2026-01-10,Dips,push,reps,1,,bodyweight,10,,
2026-01-10,Dips,push,reps,2,,bodyweight,8,,
2026-01-10,Dips,push,reps,3,,bodyweight,7,,
2026-01-10,Incline Dumbbell Press,push,reps,1,55,lbs,11,,Mood:4
2026-01-10,Incline Dumbbell Press,push,reps,2,55,lbs,10,,
2026-01-10,Incline Dumbbell Press,push,reps,3,55,lbs,9,,
2026-01-10,Lateral Raises,push,reps,1,25,lbs,14,,
2026-01-10,Lateral Raises,push,reps,2,25,lbs,13,,
2026-01-10,Lateral Raises,push,reps,3,25,lbs,12,,
2026-01-10,Overhead Press,push,reps,1,100,lbs,6,,General:Shoulder felt great today
2026-01-10,Overhead Press,push,reps,2,100,lbs,6,,
2026-01-10,Overhead Press,push,reps,3,100,lbs,6,,
2026-01-10,Push Ups,push,reps,1,,bodyweight,21,,
2026-01-10,Push Ups,push,reps,2,,bodyweight,18,,
2026-01-10,Push Ups,push,reps,3,,bodyweight,16,,
2026-01-10,Treadmill Run,cardio,timed,1,,bodyweight,,1152,
2026-01-10,Tricep Pushdowns,push,reps,1,60,lbs,13,,Mood:4
2026-01-10,Tricep Pushdowns,push,reps,2,60,lbs,12,,
2026-01-10,Tricep Pushdowns,push,reps,3,60,lbs,10,,
__DAYSPLIT__,2026-01-12,Pull,,,,,,,
2026-01-12,Banded Pullups,pull,reps,1,,banded,9,,Green
2026-01-12,Banded Pullups,pull,reps,2,,banded,8,,
2026-01-12,Banded Pullups,pull,reps,3,,banded,7,,
2026-01-12,Barbell Rows,pull,reps,1,180,lbs,5,,Mood:4
2026-01-12,Barbell Rows,pull,reps,2,180,lbs,6,,
2026-01-12,Barbell Rows,pull,reps,3,180,lbs,6,,
2026-01-12,Dead Hangs,pull,timed,1,,bodyweight,,42,Mood:4|Form:Breathe through it
2026-01-12,Dumbbell Curls,pull,reps,1,30,lbs,11,,
2026-01-12,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2026-01-12,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2026-01-12,Lat Pulldowns,pull,reps,1,140,lbs,11,,
2026-01-12,Lat Pulldowns,pull,reps,2,140,lbs,9,,
2026-01-12,Lat Pulldowns,pull,reps,3,140,lbs,9,,
__DAYSPLIT__,2026-01-13,Push,,,,,,,
2026-01-13,Bench Press,push,reps,1,145,lbs,5,,Mood:3|Form:Full range of motion
2026-01-13,Bench Press,push,reps,2,145,lbs,6,,
2026-01-13,Bench Press,push,reps,3,145,lbs,5,,
2026-01-13,Dips,push,reps,1,,bodyweight,10,,
2026-01-13,Dips,push,reps,2,,bodyweight,8,,
2026-01-13,Dips,push,reps,3,,bodyweight,7,,
2026-01-13,Incline Dumbbell Press,push,reps,1,55,lbs,10,,
2026-01-13,Incline Dumbbell Press,push,reps,2,55,lbs,10,,
2026-01-13,Incline Dumbbell Press,push,reps,3,55,lbs,9,,
2026-01-13,Lateral Raises,push,reps,1,25,lbs,14,,
2026-01-13,Lateral Raises,push,reps,2,25,lbs,12,,
2026-01-13,Lateral Raises,push,reps,3,25,lbs,12,,
2026-01-13,Overhead Press,push,reps,1,100,lbs,6,,
2026-01-13,Overhead Press,push,reps,2,100,lbs,6,,
2026-01-13,Overhead Press,push,reps,3,100,lbs,6,,
2026-01-13,Plank,core,timed,1,,bodyweight,,60,
2026-01-13,Plank,core,timed,2,,bodyweight,,60,
2026-01-13,Plank,core,timed,3,,bodyweight,,55,
2026-01-13,Push Ups,push,reps,1,,bodyweight,22,,Mood:3
2026-01-13,Push Ups,push,reps,2,,bodyweight,18,,
2026-01-13,Push Ups,push,reps,3,,bodyweight,16,,
2026-01-13,Tricep Pushdowns,push,reps,1,65,lbs,12,,Mood:3
2026-01-13,Tricep Pushdowns,push,reps,2,65,lbs,12,,
2026-01-13,Tricep Pushdowns,push,reps,3,65,lbs,11,,
__DAYSPLIT__,2026-01-16,Push,,,,,,,
2026-01-16,Bench Press,push,reps,1,135,lbs,6,,Mood:1|General:Shouldn't be here. Got a cold
2026-01-16,Bench Press,push,reps,2,135,lbs,6,,
2026-01-16,Bench Press,push,reps,3,135,lbs,6,,
2026-01-16,Dips,push,reps,1,,bodyweight,9,,
2026-01-16,Dips,push,reps,2,,bodyweight,8,,
2026-01-16,Dips,push,reps,3,,bodyweight,6,,
2026-01-16,Incline Dumbbell Press,push,reps,1,45,lbs,11,,Mood:1
2026-01-16,Incline Dumbbell Press,push,reps,2,45,lbs,10,,
2026-01-16,Incline Dumbbell Press,push,reps,3,45,lbs,9,,
2026-01-16,Lateral Raises,push,reps,1,25,lbs,14,,
2026-01-16,Lateral Raises,push,reps,2,25,lbs,12,,
2026-01-16,Lateral Raises,push,reps,3,25,lbs,12,,
2026-01-16,Overhead Press,push,reps,1,95,lbs,6,,Mood:1
2026-01-16,Overhead Press,push,reps,2,95,lbs,6,,
2026-01-16,Overhead Press,push,reps,3,95,lbs,4,,
2026-01-16,Plank,core,timed,1,,bodyweight,,51,Mood:1
2026-01-16,Plank,core,timed,2,,bodyweight,,51,
2026-01-16,Plank,core,timed,3,,bodyweight,,46,
2026-01-16,Push Ups,push,reps,1,,bodyweight,20,,Mood:1
2026-01-16,Push Ups,push,reps,2,,bodyweight,17,,
2026-01-16,Push Ups,push,reps,3,,bodyweight,14,,
2026-01-16,Tricep Pushdowns,push,reps,1,55,lbs,13,,
2026-01-16,Tricep Pushdowns,push,reps,2,55,lbs,12,,
2026-01-16,Tricep Pushdowns,push,reps,3,55,lbs,10,,
__DAYSPLIT__,2026-01-20,Pull,,,,,,,
2026-01-20,Banded Pullups,pull,reps,1,,banded,8,,Green|Mood:1|General:Still fighting cold
2026-01-20,Banded Pullups,pull,reps,2,,banded,7,,
2026-01-20,Banded Pullups,pull,reps,3,,banded,6,,
2026-01-20,Barbell Rows,pull,reps,1,170,lbs,6,,Mood:1|Form:Keep back flat
2026-01-20,Barbell Rows,pull,reps,2,170,lbs,6,,
2026-01-20,Barbell Rows,pull,reps,3,170,lbs,6,,
2026-01-20,Dead Hangs,pull,timed,1,,bodyweight,,40,Mood:1
2026-01-20,Dumbbell Curls,pull,reps,1,30,lbs,11,,
2026-01-20,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2026-01-20,Dumbbell Curls,pull,reps,3,30,lbs,9,,
2026-01-20,Lat Pulldowns,pull,reps,1,135,lbs,11,,
2026-01-20,Lat Pulldowns,pull,reps,2,135,lbs,10,,
2026-01-20,Lat Pulldowns,pull,reps,3,135,lbs,9,,
__DAYSPLIT__,2026-01-21,Push,,,,,,,
2026-01-21,Bench Press,push,reps,1,145,lbs,6,,Mood:2|General:Foam rolled at home last night. Felt great today
2026-01-21,Bench Press,push,reps,2,145,lbs,6,,
2026-01-21,Bench Press,push,reps,3,145,lbs,6,,
2026-01-21,Dips,push,reps,1,,bodyweight,9,,Mood:2
